id,day,plant,machine_id,shift,dt,description,category,reason_code
369593,2021-02-05,ventilation,4,1,600,SHEAR,Shear,No Operator
369594,2021-02-05,ventilation,4,1,15,SHEAR,Shear,Operator PM
369595,2021-02-05,ventilation,8,1,120,255,Turret Press,No Operator
369596,2021-02-05,ventilation,8,1,15,255,Turret Press,Operator PM
369597,2021-02-05,ventilation,35,1,10,PULSAR 2415 LASER,Laser,Set Up
369598,2021-02-05,ventilation,35,1,5,PULSAR 2415 LASER,Laser,Set Up
369599,2021-02-05,ventilation,35,1,5,PULSAR 2415 LASER,Laser,Load Material
369600,2021-02-05,ventilation,35,1,5,PULSAR 2415 LASER,Laser,Set Up
369601,2021-02-05,ventilation,35,1,5,PULSAR 2415 LASER,Laser,Set Up
369602,2021-02-05,ventilation,35,1,2,PULSAR 2415 LASER,Laser,Set Up
369603,2021-02-05,ventilation,35,1,3,PULSAR 2415 LASER,Laser,Load Material
369604,2021-02-05,ventilation,35,1,5,PULSAR 2415 LASER,Laser,Set Up
369605,2021-02-05,ventilation,35,1,15,PULSAR 2415 LASER,Laser,Operator PM
369606,2021-02-05,ventilation,24,1,45,357 QUEEN,Turret Press,Set Up
369607,2021-02-05,ventilation,24,1,10,357 QUEEN,Turret Press,Operator PM
369608,2021-02-05,ventilation,40,1,10,357 QUEEN,Turret Press,Set Up
369609,2021-02-05,ventilation,40,1,10,357 QUEEN,Turret Press,Set Up
369610,2021-02-05,ventilation,40,1,15,357 QUEEN,Turret Press,Tool Change(dull)
369611,2021-02-05,ventilation,40,1,30,357 QUEEN,Turret Press,Tool Change(dull)
369612,2021-02-05,ventilation,40,1,10,357 QUEEN,Turret Press,Set Up
369613,2021-02-05,ventilation,40,1,15,357 QUEEN,Turret Press,Operator PM
369614,2021-02-05,ventilation,45,1,20,150 TON PRESS,Stamping Press,Operator PM
369615,2021-02-05,ventilation,45,1,100,150 TON PRESS,Stamping Press,No Operator
369616,2021-02-05,ventilation,45,1,10,150 TON PRESS,Stamping Press,Set Up
369617,2021-02-05,ventilation,57,1,10,KUHLMEYER SANDER,Sander,Operator PM
369618,2021-02-05,ventilation,59,1,10,KUHLMEYER SANDER,Sander,Operator PM
369619,2021-02-05,ventilation,60,1,20,LORS SPOTWELDER,Spotwelder,Set Up
369620,2021-02-05,ventilation,60,1,15,LORS SPOTWELDER,Spotwelder,Operator PM
369621,2021-02-05,ventilation,62,1,15,G & P SANDER,Sander,Operator PM
369622,2021-02-05,ventilation,68,1,12,FBD8025E PRESS BRAKE,Press Brake,Tool Change(special)
369623,2021-02-05,ventilation,68,1,5,FBD8025E PRESS BRAKE,Press Brake,Set Up
369624,2021-02-05,ventilation,68,1,2,FBD8025E PRESS BRAKE,Press Brake,Set Up
369625,2021-02-05,ventilation,68,1,2,FBD8025E PRESS BRAKE,Press Brake,Set Up
369626,2021-02-05,ventilation,68,1,180,FBD8025E PRESS BRAKE,Press Brake,No Operator
369627,2021-02-05,ventilation,68,1,45,FBD8025E PRESS BRAKE,Press Brake,No Operator
369628,2021-02-05,ventilation,68,1,15,FBD8025E PRESS BRAKE,Press Brake,Operator PM
369629,2021-02-05,ventilation,71,1,27,FBD8025E PRESS BRAKE,Press Brake,Set Up
369630,2021-02-05,ventilation,71,1,15,FBD8025E PRESS BRAKE,Press Brake,Operator PM
369631,2021-02-05,ventilation,74,1,45,HFB8025 PRESS BRAKE,Press Brake,Set Up
369632,2021-02-05,ventilation,74,1,15,HFB8025 PRESS BRAKE,Press Brake,Operator PM
369633,2021-02-05,ventilation,77,1,18,FBD8025NT PRESS BRAKE,Press Brake,Set Up
369634,2021-02-05,ventilation,77,1,5,FBD8025NT PRESS BRAKE,Press Brake,Operator PM
369635,2021-02-05,ventilation,83,1,15,RAS FLEXIBEND,Custom,Set Up
369636,2021-02-05,ventilation,83,1,15,RAS FLEXIBEND,Custom,Set Up
369637,2021-02-05,ventilation,83,1,15,RAS FLEXIBEND,Custom,Set Up
369638,2021-02-05,ventilation,83,1,90,RAS FLEXIBEND,Custom,No Operator
369639,2021-02-05,ventilation,83,1,15,RAS FLEXIBEND,Custom,Operator PM
369640,2021-02-05,ventilation,102,1,70,APELIO PUNCH\LASER COMBO,Turret Press,Set Up
369641,2021-02-05,ventilation,102,1,10,APELIO PUNCH\LASER COMBO,Turret Press,Tool Change(special)
369642,2021-02-05,ventilation,102,1,25,APELIO PUNCH\LASER COMBO,Turret Press,Operator PM
369643,2021-02-05,ventilation,107,1,27,HDS 8025NT,Press Brake,Set Up
369644,2021-02-05,ventilation,107,1,5,HDS 8025NT,Press Brake,Operator PM
369645,2021-02-05,ventilation,115,1,20,Welder,Welder,Set Up
369646,2021-02-05,ventilation,115,1,15,Welder,Welder,Operator PM
369647,2021-02-05,ventilation,112,1,20,Tool Crib,Tool sharpener,Operator PM
369648,2021-02-05,ventilation,113,1,20,Tool Crib,Tool sharpener,Operator PM
369649,2021-02-05,ventilation,123,1,30,MILLER WELDER,Welder,Operator PM
369650,2021-02-05,ventilation,126,1,30,MILLER WELDER,Welder,Operator PM
