id,day,plant,machine_id,shift,dt,description,category,reason_code
380939,2021-03-09,cooking,9,1,8,Amada Vipros 255,Turret Press,Operator PM
380940,2021-03-09,cooking,9,1,11,Amada Vipros 255,Turret Press,Maintenance
380941,2021-03-09,cooking,9,1,3,Amada Vipros 255,Turret Press,Set Up
380942,2021-03-09,cooking,9,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
380943,2021-03-09,cooking,9,1,14,Amada Vipros 255,Turret Press,Set Up
380944,2021-03-09,cooking,9,1,13,Amada Vipros 255,Turret Press,Tool Change(dull)
380945,2021-03-09,cooking,9,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
380947,2021-03-09,cooking,9,1,10,Amada Vipros 255,Turret Press,Tool Change(dull)
380948,2021-03-09,cooking,9,1,11,Amada Vipros 255,Turret Press,Tool Change(dull)
380949,2021-03-09,cooking,9,1,10,Amada Vipros 255,Turret Press,Set Up
380950,2021-03-09,cooking,9,1,8,Amada Vipros 255,Turret Press,Set Up
380951,2021-03-09,cooking,9,1,8,Amada Vipros 255,Turret Press,Set Up
380952,2021-03-09,cooking,9,1,8,Amada Vipros 255,Turret Press,Set Up
380953,2021-03-09,cooking,9,1,15,Amada Vipros 255,Turret Press,Tool Change(dull)
380955,2021-03-09,cooking,9,1,15,Amada Vipros 255,Turret Press,Tool Change(dull)
380957,2021-03-09,cooking,9,1,10,Amada Vipros 255,Turret Press,Set Up
380958,2021-03-09,cooking,9,1,10,Amada Vipros 255,Turret Press,Operator PM
380959,2021-03-09,cooking,146,1,2,Amada Vipros 255,Turret Press,Set Up
380960,2021-03-09,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
380961,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380962,2021-03-09,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
380964,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380965,2021-03-09,cooking,146,1,3,Amada Vipros 255,Turret Press,Set Up
380966,2021-03-09,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
380967,2021-03-09,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
380968,2021-03-09,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
380969,2021-03-09,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
380970,2021-03-09,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
380971,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380972,2021-03-09,cooking,146,1,10,Amada Vipros 255,Turret Press,Set Up
380973,2021-03-09,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
380974,2021-03-09,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
380976,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380977,2021-03-09,cooking,146,1,3,Amada Vipros 255,Turret Press,Set Up
380978,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380979,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380980,2021-03-09,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
380981,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
380983,2021-03-09,cooking,146,1,10,Amada Vipros 255,Turret Press,Set Up
380984,2021-03-09,cooking,146,1,5,Amada Vipros 255,Turret Press,Operator PM
380985,2021-03-09,cooking,87,1,8,Amada Vipros 255,Turret Press,Set Up
380986,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380987,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
380988,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380989,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
380990,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Other
380991,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380993,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380994,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
380995,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
380996,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380997,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
380998,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
380999,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
381000,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
381001,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381002,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Other
381003,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381004,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
381005,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
381006,2021-03-09,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
381007,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381009,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381010,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
381011,2021-03-09,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
381012,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381014,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
381015,2021-03-09,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
381016,2021-03-09,cooking,87,1,10,Amada Vipros 255,Turret Press,Operator PM
381018,2021-03-09,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
