id,day,plant,machine_id,shift,dt,description,category,reason_code
383845,2021-03-25,cooking,9,2,5,Amada Vipros 255,Turret Press,Load Material
383846,2021-03-25,cooking,9,2,2,Amada Vipros 255,Turret Press,Set Up
383848,2021-03-25,cooking,9,2,5,Amada Vipros 255,Turret Press,Tool Crib
383849,2021-03-25,cooking,9,2,6,Amada Vipros 255,Turret Press,Tool Other
383851,2021-03-25,cooking,9,2,2,Amada Vipros 255,Turret Press,Set Up
383852,2021-03-25,cooking,9,2,2,Amada Vipros 255,Turret Press,Load Material
383853,2021-03-25,cooking,9,2,3,Amada Vipros 255,Turret Press,Tool Change(special)
383854,2021-03-25,cooking,9,2,2,Amada Vipros 255,Turret Press,Set Up
383855,2021-03-25,cooking,9,2,2,Amada Vipros 255,Turret Press,Tool Change(special)
383857,2021-03-25,cooking,9,2,3,Amada Vipros 255,Turret Press,Set Up
383859,2021-03-25,cooking,9,2,10,Amada Vipros 255,Turret Press,Set Up
383860,2021-03-25,cooking,9,2,10,Amada Vipros 255,Turret Press,Tool Change(dull)
383862,2021-03-25,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Set Up
383863,2021-03-25,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Tool Other
383864,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383865,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Tool Other
383866,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Load Material
383867,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383868,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Tool Change(dull)
383869,2021-03-25,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Tool Crib
383870,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383871,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383872,2021-03-25,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Tool Other
383873,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383874,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Operator PM
383875,2021-03-25,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
383876,2021-03-25,cooking,22,1,60,Amada EMK3610NT Punching Cell,Turret Press,No Work
383877,2021-03-25,cooking,22,1,240,Amada EMK3610NT Punching Cell,Turret Press,No Work
383878,2021-03-25,cooking,22,1,15,Amada EMK3610NT Punching Cell,Turret Press,Operator PM
383879,2021-03-25,cooking,34,1,15,Amada EMK3610NT Punching Cell,Turret Press,Operator PM
383880,2021-03-25,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383881,2021-03-25,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383882,2021-03-25,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383883,2021-03-25,cooking,26,1,35,Amada EMK3610NT Punching Cell,Turret Press,Maintenance
383884,2021-03-25,cooking,26,1,15,Amada EMK3610NT Punching Cell,Turret Press,Maintenance
383885,2021-03-25,cooking,26,1,5,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383886,2021-03-25,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Load Material
383887,2021-03-25,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383888,2021-03-25,cooking,26,1,25,Amada EMK3610NT Punching Cell,Turret Press,Set Up
383889,2021-03-25,cooking,26,1,15,Amada EMK3610NT Punching Cell,Turret Press,Operator PM
383890,2021-03-25,cooking,5,1,10,Amada Vipros 358 King,Turret Press,Set Up
383891,2021-03-25,cooking,5,1,5,Amada Vipros 358 King,Turret Press,Set Up
383892,2021-03-25,cooking,5,1,5,Amada Vipros 358 King,Turret Press,Set Up
383893,2021-03-25,cooking,5,1,15,Amada Vipros 358 King,Turret Press,Set Up
383894,2021-03-25,cooking,5,1,5,Amada Vipros 358 King,Turret Press,Load Material
383895,2021-03-25,cooking,5,1,15,Amada Vipros 358 King,Turret Press,Set Up
383896,2021-03-25,cooking,5,1,15,Amada Vipros 358 King,Turret Press,Operator PM
383897,2021-03-25,cooking,1,1,15,Amada Shear,Shear,Set Up
383900,2021-03-25,cooking,1,1,15,Amada Shear,Shear,Operator PM
383901,2021-03-25,cooking,9,1,9,Amada Vipros 255,Turret Press,Operator PM
383902,2021-03-25,cooking,9,1,8,Amada Vipros 255,Turret Press,Set Up
383903,2021-03-25,cooking,9,1,12,Amada Vipros 255,Turret Press,Tool Change(dull)
383904,2021-03-25,cooking,9,1,4,Amada Vipros 255,Turret Press,Set Up
383906,2021-03-25,cooking,9,1,4,Amada Vipros 255,Turret Press,Set Up
383907,2021-03-25,cooking,9,1,10,Amada Vipros 255,Turret Press,Set Up
383908,2021-03-25,cooking,9,1,10,Amada Vipros 255,Turret Press,Operator PM
383909,2021-03-25,cooking,9,1,7,Amada Vipros 255,Turret Press,Set Up
383911,2021-03-25,cooking,9,1,5,Amada Vipros 255,Turret Press,Set Up
383912,2021-03-25,cooking,9,1,2,Amada Vipros 255,Turret Press,Set Up
383913,2021-03-25,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
383914,2021-03-25,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
383915,2021-03-25,cooking,146,1,3,Amada Vipros 255,Turret Press,Set Up
383916,2021-03-25,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
383918,2021-03-25,cooking,146,1,11,Amada Vipros 255,Turret Press,Set Up
383919,2021-03-25,cooking,146,1,7,Amada Vipros 255,Turret Press,Set Up
383920,2021-03-25,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
383921,2021-03-25,cooking,146,1,3,Amada Vipros 255,Turret Press,Set Up
383922,2021-03-25,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
383923,2021-03-25,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
383924,2021-03-25,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
383925,2021-03-25,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
383926,2021-03-25,cooking,146,1,23,Amada Vipros 255,Turret Press,Tool Change(dull)
383928,2021-03-25,cooking,146,1,17,Amada Vipros 255,Turret Press,Set Up
383929,2021-03-25,cooking,146,1,2,Amada Vipros 255,Turret Press,Set Up
383930,2021-03-25,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
383931,2021-03-25,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
383932,2021-03-25,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
383933,2021-03-25,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
383935,2021-03-25,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
383936,2021-03-25,cooking,146,1,10,Amada Vipros 255,Turret Press,Set Up
383937,2021-03-25,cooking,146,1,10,Amada Vipros 255,Turret Press,Operator PM
383938,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383939,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383941,2021-03-25,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
383942,2021-03-25,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
383943,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383944,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383945,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383946,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383948,2021-03-25,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
383949,2021-03-25,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
383951,2021-03-25,cooking,121,1,10,Amada Vipros 255,Turret Press,Operator PM
383952,2021-03-25,cooking,87,1,6,Amada Vipros 255,Turret Press,Set Up
383953,2021-03-25,cooking,87,1,4,Amada Vipros 255,Turret Press,Set Up
383954,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383955,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
383956,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
383958,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383959,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
383960,2021-03-25,cooking,87,1,7,Amada Vipros 255,Turret Press,Set Up
383961,2021-03-25,cooking,87,1,7,Amada Vipros 255,Turret Press,Tool Change(dull)
383962,2021-03-25,cooking,87,1,6,Amada Vipros 255,Turret Press,Tool Change(dull)
383963,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
383964,2021-03-25,cooking,87,1,19,Amada Vipros 255,Turret Press,Maintenance
383965,2021-03-25,cooking,87,1,7,Amada Vipros 255,Turret Press,Set Up
383966,2021-03-25,cooking,87,1,8,Amada Vipros 255,Turret Press,Set Up
383967,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383968,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383969,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383970,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
383971,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
383972,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
383973,2021-03-25,cooking,87,1,6,Amada Vipros 255,Turret Press,Tool Change(dull)
383974,2021-03-25,cooking,87,1,6,Amada Vipros 255,Turret Press,Tool Change(dull)
383975,2021-03-25,cooking,87,1,11,Amada Vipros 255,Turret Press,Tool Other
383977,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
383978,2021-03-25,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
383979,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
383980,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
383982,2021-03-25,cooking,87,1,2,Amada Vipros 255,Turret Press,Set Up
383983,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
383984,2021-03-25,cooking,87,1,4,Amada Vipros 255,Turret Press,Set Up
383985,2021-03-25,cooking,87,1,4,Amada Vipros 255,Turret Press,Tool Change(dull)
383986,2021-03-25,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
383987,2021-03-25,cooking,87,1,10,Amada Vipros 255,Turret Press,Operator PM
383988,2021-03-25,cooking,53,1,8,Amada ATC Press Brake,Press Brake,Set Up
383989,2021-03-25,cooking,53,1,2,Amada ATC Press Brake,Press Brake,Set Up
383991,2021-03-25,cooking,53,1,4,Amada ATC Press Brake,Press Brake,Set Up
383992,2021-03-25,cooking,53,1,2,Amada ATC Press Brake,Press Brake,Set Up
383993,2021-03-25,cooking,53,1,1,Amada ATC Press Brake,Press Brake,Set Up
383995,2021-03-25,cooking,53,1,3,Amada ATC Press Brake,Press Brake,Set Up
383997,2021-03-25,cooking,53,1,7,Amada ATC Press Brake,Press Brake,Operator PM
383998,2021-03-25,cooking,90,2,9,Amada FBD 8025 Press Brake,Press Brake,Set Up
383999,2021-03-25,cooking,90,2,5,Amada FBD 8025 Press Brake,Press Brake,Operator PM
384000,2021-03-25,cooking,53,2,5,Amada ATC Press Brake,Press Brake,Set Up
384002,2021-03-25,cooking,53,2,6,Amada ATC Press Brake,Press Brake,Set Up
384003,2021-03-25,cooking,53,2,4,Amada ATC Press Brake,Press Brake,Set Up
384005,2021-03-25,cooking,53,2,3,Amada ATC Press Brake,Press Brake,Set Up
384006,2021-03-25,cooking,53,2,15,Amada ATC Press Brake,Press Brake,Operator PM
384008,2021-03-25,cooking,81,1,3,Amada RG-3512LD,Press Brake,Set Up
384009,2021-03-25,cooking,81,1,3,Amada RG-3512LD,Press Brake,Set Up
384011,2021-03-25,cooking,81,1,5,Amada RG-3512LD,Press Brake,Operator PM
384012,2021-03-25,cooking,32,1,20,TOGU,Tool sharpener,Operator PM
384014,2021-03-25,cooking,36,1,20,TOGU,Tool sharpener,Operator PM
384016,2021-03-25,cooking,49,1,21,TOGU,Tool sharpener,Operator PM
384018,2021-03-25,cooking,48,1,600,Timersaver,Sander,No Operator
384020,2021-03-25,cooking,164,1,5,Amada RG-8024LD Press Brake,Press Brake,Set Up
384021,2021-03-25,cooking,164,1,5,Amada RG-8024LD Press Brake,Press Brake,Set Up
384023,2021-03-25,cooking,164,1,5,Amada RG-8024LD Press Brake,Press Brake,Set Up
384024,2021-03-25,cooking,162,1,5,Amada RG-8024LD Press Brake,Press Brake,Operator PM
384025,2021-03-25,cooking,100,1,5,Amada RG-5020 Press Brake,Press Brake,Set Up
384027,2021-03-25,cooking,100,1,5,Amada RG-5020 Press Brake,Press Brake,Set Up
384028,2021-03-25,cooking,100,1,20,Amada RG-5020 Press Brake,Press Brake,Tool Other
