id,day,plant,machine_id,shift,dt,description,category,reason_code
406745,2021-04-20,cooking,155,1,360,Amada Gemini Laser,Laser,Maintenance
406748,2021-04-20,cooking,155,1,15,Amada Gemini Laser,Laser,Operator PM
406749,2021-04-20,cooking,103,1,480,Amada LC3015 Theta Laser,Laser,No Work
406750,2021-04-20,cooking,103,1,10,Amada LC3015 Theta Laser,Laser,Operator PM
406752,2021-04-20,cooking,15,1,10,Amada FO3015NT  Laser,Laser,Operator PM
406753,2021-04-20,cooking,157,1,10,Amada 2KW Laser,Laser,Operator PM
406754,2021-04-20,cooking,32,1,10,TOGU,Tool sharpener,Operator PM
406756,2021-04-20,cooking,36,1,10,TOGU,Tool sharpener,Operator PM
406758,2021-04-20,cooking,49,1,12,TOGU,Tool sharpener,Operator PM
406760,2021-04-20,cooking,48,1,600,Timersaver,Sander,No Operator
406761,2021-04-20,cooking,1,1,15,Amada Shear,Shear,Set Up
406763,2021-04-20,cooking,1,1,15,Amada Shear,Shear,Operator PM
406764,2021-04-20,cooking,121,1,13,Amada Vipros 255,Turret Press,Set Up
406765,2021-04-20,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
406767,2021-04-20,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
406768,2021-04-20,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
406770,2021-04-20,cooking,121,1,5,Amada Vipros 255,Turret Press,Set Up
406771,2021-04-20,cooking,121,1,10,Amada Vipros 255,Turret Press,Set Up
406773,2021-04-20,cooking,121,1,10,Amada Vipros 255,Turret Press,Operator PM
406774,2021-04-20,cooking,9,1,10,Amada Vipros 255,Turret Press,Tool Crib
406775,2021-04-20,cooking,9,1,10,Amada Vipros 255,Turret Press,Tool Other
406777,2021-04-20,cooking,9,1,5,Amada Vipros 255,Turret Press,Load Material
406778,2021-04-20,cooking,9,1,10,Amada Vipros 255,Turret Press,Set Up
406779,2021-04-20,cooking,9,1,10,Amada Vipros 255,Turret Press,Tool Change(special)
406781,2021-04-20,cooking,9,1,10,Amada Vipros 255,Turret Press,Maintenance
406783,2021-04-20,cooking,9,1,4,Amada Vipros 255,Turret Press,Set Up
406785,2021-04-20,cooking,9,1,2,Amada Vipros 255,Turret Press,Load Material
406786,2021-04-20,cooking,9,1,1,Amada Vipros 255,Turret Press,Set Up
406787,2021-04-20,cooking,146,1,7,Amada Vipros 255,Turret Press,Set Up
406788,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406789,2021-04-20,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
406790,2021-04-20,cooking,146,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
406791,2021-04-20,cooking,146,1,6,Amada Vipros 255,Turret Press,Tool Change(dull)
406793,2021-04-20,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
406794,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406795,2021-04-20,cooking,146,1,1,Amada Vipros 255,Turret Press,Set Up
406796,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406797,2021-04-20,cooking,146,1,2,Amada Vipros 255,Turret Press,Set Up
406798,2021-04-20,cooking,146,1,18,Amada Vipros 255,Turret Press,Maintenance
406799,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406801,2021-04-20,cooking,146,1,3,Amada Vipros 255,Turret Press,Set Up
406802,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406803,2021-04-20,cooking,146,1,4,Amada Vipros 255,Turret Press,Set Up
406804,2021-04-20,cooking,146,1,6,Amada Vipros 255,Turret Press,Set Up
406806,2021-04-20,cooking,146,1,27,Amada Vipros 255,Turret Press,Tool Change(dull)
406807,2021-04-20,cooking,146,1,8,Amada Vipros 255,Turret Press,Set Up
406808,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
406809,2021-04-20,cooking,87,1,7,Amada Vipros 255,Turret Press,Tool Change(dull)
406810,2021-04-20,cooking,87,1,7,Amada Vipros 255,Turret Press,Set Up
406811,2021-04-20,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
406812,2021-04-20,cooking,87,1,10,Amada Vipros 255,Turret Press,Tool Crib
406813,2021-04-20,cooking,87,1,8,Amada Vipros 255,Turret Press,Set Up
406815,2021-04-20,cooking,87,1,13,Amada Vipros 255,Turret Press,Tool Change(dull)
406816,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
406817,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
406818,2021-04-20,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
406819,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
406820,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Tool Change(dull)
406821,2021-04-20,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
406822,2021-04-20,cooking,87,1,4,Amada Vipros 255,Turret Press,Set Up
406824,2021-04-20,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
406825,2021-04-20,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
406826,2021-04-20,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
406827,2021-04-20,cooking,87,1,6,Amada Vipros 255,Turret Press,Set Up
406828,2021-04-20,cooking,87,1,4,Amada Vipros 255,Turret Press,Tool Change(dull)
