id,day,plant,machine_id,shift,dt,description,category,reason_code
307716,2020-08-27,cooking,48,1,163,Timersaver,Sander,No Operator
307717,2020-08-27,cooking,48,1,2,Timersaver,Sander,Set Up
307718,2020-08-27,cooking,48,1,20,Timersaver,Sander,Operator PM
307719,2020-08-27,cooking,32,1,15,TOGU,Tool sharpener,Operator PM
307721,2020-08-27,cooking,32,1,60,TOGU,Tool sharpener,Move to another machine
307722,2020-08-27,cooking,36,1,14,TOGU,Tool sharpener,Operator PM
307724,2020-08-27,cooking,36,1,60,TOGU,Tool sharpener,Move to another machine
307725,2020-08-27,cooking,49,1,16,TOGU,Tool sharpener,Operator PM
307727,2020-08-27,cooking,49,1,60,TOGU,Tool sharpener,Move to another machine
307728,2020-08-27,cooking,155,1,15,Amada Gemini Laser,Laser,Set Up
307731,2020-08-27,cooking,155,1,15,Amada Gemini Laser,Laser,Operator PM
307732,2020-08-27,cooking,15,1,480,Amada FO3015NT  Laser,Laser,No Operator
307733,2020-08-27,cooking,15,1,10,Amada FO3015NT  Laser,Laser,Operator PM
307734,2020-08-27,cooking,103,1,30,Amada LC3015 Theta Laser,Laser,Set Up
307735,2020-08-27,cooking,103,1,10,Amada LC3015 Theta Laser,Laser,Operator PM
307739,2020-08-27,cooking,151,1,15,Welder,Welder,Operator PM
307741,2020-08-27,cooking,156,1,15,WELDER,Welder,Operator PM
307744,2020-08-27,cooking,144,1,15,Woodtek Sander,Sander,Operator PM
307747,2020-08-27,cooking,140,1,10,Woodtek Sander,Sander,Operator PM
307750,2020-08-27,cooking,142,1,10,Woodtek Sander,Sander,Operator PM
307752,2020-08-27,cooking,141,1,5,Woodtek Sander,Sander,Operator PM
307754,2020-08-27,cooking,143,1,5,Woodtek Sander,Sander,Operator PM
307756,2020-08-27,cooking,41,1,5,Woodtek Sander,Sander,Operator PM
307758,2020-08-27,cooking,43,1,5,Woodtek Sander,Sander,Operator PM
307761,2020-08-27,cooking,148,1,10,Welder,Welder,Operator PM
307763,2020-08-27,cooking,149,1,10,Welder,Welder,Operator PM
307765,2020-08-27,cooking,31,1,10,Welder,Welder,Operator PM
307766,2020-08-27,cooking,87,1,19,Amada Vipros 255,Turret Press,Maintenance
307767,2020-08-27,cooking,87,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
307768,2020-08-27,cooking,87,1,2,Amada Vipros 255,Turret Press,Tool Change(dull)
307769,2020-08-27,cooking,87,1,20,Amada Vipros 255,Turret Press,Tool Crib
307770,2020-08-27,cooking,87,1,20,Amada Vipros 255,Turret Press,Tool Other
307771,2020-08-27,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
307772,2020-08-27,cooking,87,1,3,Amada Vipros 255,Turret Press,Set Up
307773,2020-08-27,cooking,87,1,4,Amada Vipros 255,Turret Press,Set Up
307775,2020-08-27,cooking,87,1,6,Amada Vipros 255,Turret Press,Set Up
307776,2020-08-27,cooking,87,1,5,Amada Vipros 255,Turret Press,Set Up
307777,2020-08-27,cooking,87,1,4,Amada Vipros 255,Turret Press,Set Up
307778,2020-08-27,cooking,87,1,1,Amada Vipros 255,Turret Press,Set Up
307779,2020-08-27,cooking,87,1,15,Amada Vipros 255,Turret Press,Operator PM
307780,2020-08-27,cooking,121,1,8,Amada Vipros 255,Turret Press,Set Up
307781,2020-08-27,cooking,121,1,7,Amada Vipros 255,Turret Press,Set Up
307782,2020-08-27,cooking,121,1,7,Amada Vipros 255,Turret Press,Set Up
307783,2020-08-27,cooking,121,1,8,Amada Vipros 255,Turret Press,Set Up
307784,2020-08-27,cooking,121,1,6,Amada Vipros 255,Turret Press,Set Up
307787,2020-08-27,cooking,121,1,8,Amada Vipros 255,Turret Press,Set Up
307788,2020-08-27,cooking,121,1,8,Amada Vipros 255,Turret Press,Set Up
307789,2020-08-27,cooking,121,1,7,Amada Vipros 255,Turret Press,Set Up
307790,2020-08-27,cooking,121,1,10,Amada Vipros 255,Turret Press,Operator PM
307791,2020-08-27,cooking,146,1,5,Amada Vipros 255,Turret Press,Operator PM
307792,2020-08-27,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
307794,2020-08-27,cooking,146,1,10,Amada Vipros 255,Turret Press,Operator PM
307795,2020-08-27,cooking,146,1,5,Amada Vipros 255,Turret Press,Set Up
307796,2020-08-27,cooking,146,1,5,Amada Vipros 255,Turret Press,Tool Change(dull)
307797,2020-08-27,cooking,146,1,10,Amada Vipros 255,Turret Press,Operator PM
307798,2020-08-27,cooking,9,1,4,Amada Vipros 255,Turret Press,Set Up
307799,2020-08-27,cooking,9,1,6,Amada Vipros 255,Turret Press,Set Up
307800,2020-08-27,cooking,9,1,20,Amada Vipros 255,Turret Press,Maintenance
307801,2020-08-27,cooking,9,1,9,Amada Vipros 255,Turret Press,Tool Change(dull)
307802,2020-08-27,cooking,9,1,24,Amada Vipros 255,Turret Press,Maintenance
307804,2020-08-27,cooking,9,1,8,Amada Vipros 255,Turret Press,Set Up
307805,2020-08-27,cooking,9,1,2,Amada Vipros 255,Turret Press,Set Up
307806,2020-08-27,cooking,9,1,9,Amada Vipros 255,Turret Press,Tool Change(dull)
307807,2020-08-27,cooking,9,1,2,Amada Vipros 255,Turret Press,Set Up
307808,2020-08-27,cooking,9,1,5,Amada Vipros 255,Turret Press,Set Up
307809,2020-08-27,cooking,9,1,8,Amada Vipros 255,Turret Press,Tool Change(dull)
307811,2020-08-27,cooking,9,1,12,Amada Vipros 255,Turret Press,Set Up
307812,2020-08-27,cooking,9,1,5,Amada Vipros 255,Turret Press,Set Up
307814,2020-08-27,cooking,34,1,8,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307815,2020-08-27,cooking,34,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307817,2020-08-27,cooking,34,1,10,Amada EMK3610NT Punching Cell,Turret Press,Operator PM
307818,2020-08-27,cooking,22,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307819,2020-08-27,cooking,22,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307820,2020-08-27,cooking,22,1,15,Amada EMK3610NT Punching Cell,Turret Press,Maintenance
307821,2020-08-27,cooking,22,1,6,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307822,2020-08-27,cooking,22,1,16,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307823,2020-08-27,cooking,22,1,5,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307824,2020-08-27,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Set Up
307825,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
307826,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
307827,2020-08-27,cooking,51,1,15,Amada Vipros 357 Queen,Turret Press,Set Up
307828,2020-08-27,cooking,51,1,30,Amada Vipros 357 Queen,Turret Press,Loader Failure
307829,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
307830,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Tool Change(dull)
307831,2020-08-27,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Tool Crib
307832,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
307833,2020-08-27,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Tool Crib
307834,2020-08-27,cooking,51,1,5,Amada Vipros 357 Queen,Turret Press,Set Up
307835,2020-08-27,cooking,51,1,10,Amada Vipros 357 Queen,Turret Press,Operator PM
307836,2020-08-27,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
307837,2020-08-27,cooking,26,1,10,Amada EMK3610NT Punching Cell,Turret Press,Set Up
