id,day,plant,machine_id,shift,dt,description,category,reason_code
377884,2021-03-02,refrigeration,119,1,30,Amada RG-80 Press Brake,Press Brake,Set Up
377885,2021-03-02,refrigeration,119,1,30,Amada RG-80 Press Brake,Press Brake,Set Up
377886,2021-03-02,refrigeration,119,1,15,Amada RG-80 Press Brake,Press Brake,Set Up
377887,2021-03-02,refrigeration,119,1,15,Amada RG-80 Press Brake,Press Brake,Operator PM
377888,2021-03-02,refrigeration,101,1,480,LORS SPOTWELDER,Spotwelder,No Work
377889,2021-03-02,refrigeration,101,1,20,LORS SPOTWELDER,Spotwelder,Operator PM
377891,2021-03-02,refrigeration,96,1,5,LORS SPOTWELDER,Spotwelder,Set Up
377892,2021-03-02,refrigeration,96,1,10,LORS SPOTWELDER,Spotwelder,Set Up
377894,2021-03-02,refrigeration,96,1,10,LORS SPOTWELDER,Spotwelder,Operator PM
377895,2021-03-02,refrigeration,96,1,10,LORS SPOTWELDER,Spotwelder,No Work
377897,2021-03-02,refrigeration,98,1,5,LORS SPOTWELDER,Spotwelder,Set Up
377898,2021-03-02,refrigeration,98,1,15,LORS SPOTWELDER,Spotwelder,Set Up
377899,2021-03-02,refrigeration,98,1,40,LORS SPOTWELDER,Spotwelder,Set Up
377901,2021-03-02,refrigeration,98,1,10,LORS SPOTWELDER,Spotwelder,Operator PM
377902,2021-03-02,refrigeration,98,1,10,LORS SPOTWELDER,Spotwelder,No Work
377903,2021-03-02,refrigeration,52,1,5,CINCINNATI PRESS BRAKE,Press Brake,Set Up
377904,2021-03-02,refrigeration,52,1,15,CINCINNATI PRESS BRAKE,Press Brake,Set Up
377905,2021-03-02,refrigeration,70,1,480,H&H J-FLANGE FORMER,Custom,No Work
377906,2021-03-02,refrigeration,70,1,20,H&H J-FLANGE FORMER,Custom,Operator PM
377907,2021-03-02,refrigeration,61,1,300,AMADA VIPROS 255,Turret Press,No Operator
377908,2021-03-02,refrigeration,61,1,5,AMADA VIPROS 255,Turret Press,Set Up
377909,2021-03-02,refrigeration,61,1,5,AMADA VIPROS 255,Turret Press,No Operator
377910,2021-03-02,refrigeration,61,1,10,AMADA VIPROS 255,Turret Press,No Operator
377911,2021-03-02,refrigeration,61,1,6,AMADA VIPROS 255,Turret Press,Set Up
377912,2021-03-02,refrigeration,61,1,5,AMADA VIPROS 255,Turret Press,No Operator
377913,2021-03-02,refrigeration,61,1,10,AMADA VIPROS 255,Turret Press,No Operator
377914,2021-03-02,refrigeration,61,1,9,AMADA VIPROS 255,Turret Press,Tool Change(dull)
377915,2021-03-02,refrigeration,61,1,10,AMADA VIPROS 255,Turret Press,No Operator
377916,2021-03-02,refrigeration,61,1,8,AMADA VIPROS 255,Turret Press,Set Up
377917,2021-03-02,refrigeration,58,1,5,AMADA VIPROS 358 KING,Turret Press,Set Up
377918,2021-03-02,refrigeration,58,1,5,AMADA VIPROS 358 KING,Turret Press,Set Up
377919,2021-03-02,refrigeration,58,1,5,AMADA VIPROS 358 KING,Turret Press,Set Up
